"time","temperature","humidity","dewpoint"
2018-07-24 08:00:00,26.5,59.5,17.9
2018-07-24 08:10:00,28.5,56,18.8
2018-07-24 08:20:00,29.5,51.5,18.4
2018-07-24 08:30:00,30,49.5,18.2
2018-07-24 08:40:00,31,46,18
2018-07-24 08:50:00,31,45,17.6
2018-07-24 09:00:00,31.5,43.5,17.5
2018-07-24 09:10:00,32.5,41.5,17.7
2018-07-24 09:20:00,32.5,43,18.2
2018-07-24 09:30:00,32.5,41.5,17.7
2018-07-24 09:40:00,33,42.5,18.5
2018-07-24 09:50:00,33,40,17.5
2018-07-24 10:00:00,33,39,17.1
2018-07-24 10:10:00,33.5,38.5,17.4
2018-07-24 10:20:00,33.5,40,18
2018-07-24 10:30:00,33.5,39.5,17.8
2018-07-24 10:40:00,33.5,38,17.2
2018-07-24 10:50:00,34,38,17.6
2018-07-24 11:00:00,33.5,39,17.6
2018-07-24 11:10:00,33.5,39,17.6
2018-07-24 11:20:00,34,37.5,17.4
2018-07-24 11:30:00,34,36.5,17
2018-07-24 11:40:00,34,37.5,17.4
2018-07-24 11:50:00,34,38,17.6
2018-07-24 12:00:00,31.5,41.5,16.8
2018-07-24 12:10:00,33,41,17.9
2018-07-24 12:20:00,33.5,37.5,17
2018-07-24 12:30:00,33,39,17.1
2018-07-24 12:40:00,32,41.5,17.2
2018-07-24 12:50:00,34,38.5,17.8
2018-07-24 13:00:00,33.5,40.5,18.2
2018-07-24 13:10:00,34.5,36.5,17.4
2018-07-24 13:20:00,35,36.5,17.9
2018-07-24 13:30:00,35,36.5,17.9
2018-07-24 13:40:00,36.5,36,19
2018-07-24 13:50:00,37,33,18
2018-07-24 14:00:00,36,35.5,18.3
2018-07-24 14:10:00,36,35,18.1
2018-07-24 14:20:00,36,35.5,18.3
2018-07-24 14:30:00,34.5,37.5,17.8
2018-07-24 14:40:00,32.5,39.5,16.9
2018-07-24 14:50:00,34,38,17.6
2018-07-24 15:00:00,36,36,18.5
2018-07-24 15:10:00,34.5,36.5,17.4
2018-07-24 15:20:00,32,40,16.7
2018-07-24 15:30:00,33,41,17.9
2018-07-24 15:40:00,33,39,17.1
2018-07-24 15:50:00,34,38.5,17.8
2018-07-24 16:00:00,35.5,35.5,17.9
2018-07-24 16:10:00,36,34,17.6
2018-07-24 16:20:00,36,35.5,18.3
2018-07-24 16:30:00,32.5,38,16.3
2018-07-24 16:40:00,34,36.5,17
2018-07-24 16:50:00,35.5,35.5,17.9
2018-07-24 17:00:00,37,33.5,18.2
2018-07-24 17:10:00,32.5,39,16.7
2018-07-24 17:20:00,31.5,40.5,16.4
2018-07-24 17:30:00,33,39,17.1
2018-07-24 17:40:00,35,38.5,18.7
2018-07-24 17:50:00,36,34.5,17.8
2018-07-24 18:00:00,36.5,33,17.6
2018-07-24 18:10:00,37.5,34.5,19.1
2018-07-24 18:20:00,37.5,33,18.4
2018-07-24 18:30:00,36.5,33.5,17.8
2018-07-24 18:40:00,36,34.5,17.8
2018-07-24 18:50:00,35,35,17.2
2018-07-24 19:00:00,34.5,36.5,17.4
2018-07-24 19:10:00,32,39.5,16.5
2018-07-24 19:20:00,31,41,16.2
2018-07-24 19:30:00,30,43.5,16.2
2018-07-24 19:40:00,29.5,45.5,16.4
2018-07-24 19:50:00,29,46,16.2
2018-07-24 20:00:00,29,47,16.5
2018-07-24 20:10:00,29,48,16.8
2018-07-24 20:20:00,28.5,47,16
2018-07-24 20:30:00,28,51.5,17
2018-07-24 20:40:00,28,51.5,17
2018-07-24 20:50:00,27.5,53,17
2018-07-24 21:00:00,26.5,55,16.7
2018-07-24 21:10:00,25.5,58,16.6
2018-07-24 21:20:00,25,62,17.2
2018-07-24 21:30:00,20.5,87.5,18.3
2018-07-24 21:40:00,20,91.5,18.5
2018-07-24 21:50:00,20,92.5,18.7
2018-07-24 22:00:00,20,93,18.8
2018-07-24 22:10:00,19.5,93,18.3
2018-07-24 22:20:00,19.5,93.5,18.4
2018-07-24 22:30:00,19.5,93.5,18.4
2018-07-24 22:40:00,19.5,93.5,18.4
2018-07-24 22:50:00,19.5,94,18.5
2018-07-24 23:00:00,19,94,18
2018-07-24 23:10:00,19,94,18
2018-07-24 23:20:00,19,94.5,18
2018-07-24 23:30:00,19,94.5,18
2018-07-24 23:40:00,19,94.5,18
2018-07-24 23:50:00,18.5,94.5,17.5
2018-07-25 00:00:00,18.5,95,17.6
2018-07-25 00:10:00,18.5,95,17.6
2018-07-25 00:20:00,18.5,95,17.6
2018-07-25 00:30:00,18,95,17.1
2018-07-25 00:40:00,18.5,95,17.6
2018-07-25 00:50:00,18,95,17.1
2018-07-25 01:00:00,18,95,17.1
2018-07-25 01:10:00,18,95.5,17.2
2018-07-25 01:20:00,18,95.5,17.2
2018-07-25 01:30:00,17.5,95.5,16.7
2018-07-25 01:40:00,17.5,95.5,16.7
2018-07-25 01:50:00,17.5,95.5,16.7
2018-07-25 02:00:00,17.5,95.5,16.7
2018-07-25 02:10:00,17.5,95.5,16.7
2018-07-25 02:20:00,17,95.5,16.2
2018-07-25 02:30:00,17,96,16.3
2018-07-25 02:40:00,17,96,16.3
2018-07-25 02:50:00,17,96,16.3
2018-07-25 03:00:00,17,96,16.3
2018-07-25 03:10:00,16.5,96,15.8
2018-07-25 03:20:00,16.5,96,15.8
2018-07-25 03:30:00,16.5,96,15.8
2018-07-25 03:40:00,16.5,96,15.8
2018-07-25 03:50:00,16.5,96,15.8
2018-07-25 04:00:00,16.5,96,15.8
2018-07-25 04:10:00,16.5,96,15.8
2018-07-25 04:20:00,16.5,96,15.8
2018-07-25 04:30:00,16.5,96.5,15.9
2018-07-25 04:40:00,16.5,96.5,15.9
2018-07-25 04:50:00,17,96.5,16.4
2018-07-25 05:00:00,17,96.5,16.4
2018-07-25 05:10:00,17,96.5,16.4
2018-07-25 05:20:00,17,96.5,16.4
2018-07-25 05:30:00,17,96.5,16.4
2018-07-25 05:40:00,17.5,96.5,16.9
2018-07-25 05:50:00,17.5,96.5,16.9
2018-07-25 06:00:00,17.5,96.5,16.9
2018-07-25 06:10:00,17.5,96.5,16.9
2018-07-25 06:20:00,18,97,17.5
2018-07-25 06:30:00,18.5,97,18
2018-07-25 06:40:00,19,96.5,18.4
2018-07-25 06:50:00,19,96,18.3
2018-07-25 07:00:00,19.5,96,18.8
2018-07-25 07:10:00,20,96,19.3
2018-07-25 07:20:00,20,95.5,19.2
2018-07-25 07:30:00,20,95,19.1
2018-07-25 07:40:00,20.5,95,19.6
2018-07-25 07:50:00,22,94,20.9
2018-07-25 08:00:00,23.5,92.5,22.2
2018-07-25 08:10:00,25,90,23.2
2018-07-25 08:20:00,26.5,88.5,24.4
2018-07-25 08:30:00,27.5,87,25.1
2018-07-25 08:40:00,28,85.5,25.3
2018-07-25 08:50:00,29,84,26
2018-07-25 09:00:00,29,81.5,25.5
2018-07-25 09:10:00,30,83.5,26.8
2018-07-25 09:20:00,30,85,27.1
2018-07-25 09:30:00,30.5,86.5,27.9
2018-07-25 09:40:00,30.5,85.5,27.7
2018-07-25 09:50:00,31,84,27.9
2018-07-25 10:00:00,32,83.5,28.8
2018-07-25 10:10:00,32,78,27.6
2018-07-25 10:20:00,32,80.5,28.2
2018-07-25 10:30:00,32.5,82.5,29.1
2018-07-25 10:40:00,32.5,80,28.5
2018-07-25 10:50:00,32.5,79,28.3
2018-07-25 11:00:00,32.5,81,28.8
2018-07-25 11:10:00,32.5,78,28.1
2018-07-25 11:20:00,32.5,72.5,26.9
2018-07-25 11:30:00,33,80,29
2018-07-25 11:40:00,32.5,77.5,28
2018-07-25 11:50:00,32.5,74,27.2
2018-07-25 12:00:00,33,65.5,25.6
2018-07-25 12:10:00,34,62,25.6
2018-07-25 12:20:00,35.5,42.5,20.7
2018-07-25 12:30:00,35.5,40.5,20
2018-07-25 12:40:00,34,39.5,18.2
2018-07-25 12:50:00,35,40.5,19.5
2018-07-25 13:00:00,35.5,37,18.5
2018-07-25 13:10:00,35.5,37,18.5
2018-07-25 13:20:00,36,36,18.5
2018-07-25 13:30:00,36,35.5,18.3
2018-07-25 13:40:00,36.5,34.5,18.3
2018-07-25 13:50:00,36.5,33.5,17.8
2018-07-25 14:00:00,37,36,19.4
2018-07-25 14:10:00,37,34,18.5
2018-07-25 14:20:00,37,34.5,18.7
2018-07-25 14:30:00,36.5,34,18
2018-07-25 14:40:00,36.5,34.5,18.3
2018-07-25 14:50:00,37,33,18
2018-07-25 15:00:00,37,33,18
2018-07-25 15:10:00,37.5,34,18.9
2018-07-25 15:20:00,38,33,18.9
2018-07-25 15:30:00,38,32,18.4
2018-07-25 15:40:00,38.5,31,18.3
2018-07-25 15:50:00,37.5,32,17.9
2018-07-25 16:00:00,37,35,18.9
2018-07-25 16:10:00,37,33,18
2018-07-25 16:20:00,38.5,32,18.8
2018-07-25 16:30:00,38.5,32.5,19.1
2018-07-25 16:40:00,38.5,31.5,18.6
2018-07-25 16:50:00,38.5,31.5,18.6
2018-07-25 17:00:00,39,31,18.7
2018-07-25 17:10:00,38.5,31.5,18.6
2018-07-25 17:20:00,38,30.5,17.6
2018-07-25 17:30:00,38,32,18.4
2018-07-25 17:40:00,36,33.5,17.4
2018-07-25 17:50:00,37.5,32,17.9
2018-07-25 18:00:00,36,33.5,17.4
2018-07-25 18:10:00,36,34,17.6
2018-07-25 18:20:00,34.5,36,17.2
2018-07-25 18:30:00,34,36.5,17
2018-07-25 18:40:00,35,35.5,17.4
2018-07-25 18:50:00,35,35,17.2
2018-07-25 19:00:00,35,35.5,17.4
2018-07-25 19:10:00,33.5,38,17.2
2018-07-25 19:20:00,32,38.5,16.1
2018-07-25 19:30:00,31.5,41,16.6
2018-07-25 19:40:00,31,40.5,16
2018-07-25 19:50:00,31,45,17.6
2018-07-25 20:00:00,30.5,42,16.1
2018-07-25 20:10:00,30,44.5,16.5
2018-07-25 20:20:00,29.5,44.5,16.1
2018-07-25 20:30:00,29,45.5,16
2018-07-25 20:40:00,29,46,16.2
2018-07-25 20:50:00,28.5,47.5,16.2
2018-07-25 21:00:00,28,49,16.2
2018-07-25 21:10:00,27.5,50.5,16.3
2018-07-25 21:20:00,27.5,49.5,15.9
2018-07-25 21:30:00,27.5,50.5,16.3
2018-07-25 21:40:00,27.5,50.5,16.3
2018-07-25 21:50:00,27,51.5,16.1
2018-07-25 22:00:00,26.5,52,15.8
2018-07-25 22:10:00,26.5,53,16.1
2018-07-25 22:20:00,24.5,62,16.7
2018-07-25 22:30:00,21,84,18.1
2018-07-25 22:40:00,20,90,18.3
2018-07-25 22:50:00,19.5,91.5,18
2018-07-25 23:00:00,19.5,92.5,18.2
2018-07-25 23:10:00,19.5,93,18.3
2018-07-25 23:20:00,19.5,93,18.3
2018-07-25 23:30:00,19.5,93.5,18.4
2018-07-25 23:40:00,19.5,93,18.3
2018-07-25 23:50:00,19.5,93,18.3
2018-07-26 00:00:00,19.5,93,18.3
2018-07-26 00:10:00,20,92.5,18.7
2018-07-26 00:20:00,20,92.5,18.7
2018-07-26 00:30:00,20,92.5,18.7
2018-07-26 00:40:00,19.5,92.5,18.2
2018-07-26 00:50:00,19.5,92.5,18.2
2018-07-26 01:00:00,19.5,92.5,18.2
2018-07-26 01:10:00,19.5,92.5,18.2
2018-07-26 01:20:00,19.5,92.5,18.2
2018-07-26 01:30:00,19.5,92.5,18.2
2018-07-26 01:40:00,19.5,92.5,18.2
2018-07-26 01:50:00,19,92.5,17.7
2018-07-26 02:00:00,19.5,92.5,18.2
2018-07-26 02:10:00,19,92.5,17.7
2018-07-26 02:20:00,19,92.5,17.7
2018-07-26 02:30:00,19,92.5,17.7
2018-07-26 02:40:00,19,92.5,17.7
2018-07-26 02:50:00,19,92.5,17.7
2018-07-26 03:00:00,18.5,93,17.3
2018-07-26 03:10:00,18.5,93,17.3
2018-07-26 03:20:00,18.5,93,17.3
2018-07-26 03:30:00,18,93,16.8
2018-07-26 03:40:00,18,93.5,16.9
2018-07-26 03:50:00,18.5,93.5,17.4
2018-07-26 04:00:00,18.5,93,17.3
2018-07-26 04:10:00,18,93,16.8
2018-07-26 04:20:00,18,93.5,16.9
2018-07-26 04:30:00,17.5,93.5,16.4
2018-07-26 04:40:00,17,94,16
2018-07-26 04:50:00,17,94.5,16.1
2018-07-26 05:00:00,16.5,94.5,15.6
2018-07-26 05:10:00,16.5,95,15.6
2018-07-26 05:20:00,16.5,95,15.6
2018-07-26 05:30:00,16.5,95,15.6
2018-07-26 05:40:00,16,95.5,15.2
2018-07-26 05:50:00,16.5,95.5,15.7
2018-07-26 06:00:00,16.5,95.5,15.7
2018-07-26 06:10:00,17,95.5,16.2
2018-07-26 06:20:00,17.5,95,16.6
2018-07-26 06:30:00,17.5,95,16.6
2018-07-26 06:40:00,18,94.5,17.1
2018-07-26 06:50:00,18.5,93.5,17.4
2018-07-26 07:00:00,19.5,93,18.3
2018-07-26 07:10:00,20,92,18.6
2018-07-26 07:20:00,20,91.5,18.5
2018-07-26 07:30:00,21,91.5,19.5
2018-07-26 07:40:00,22,90,20.2
2018-07-26 07:50:00,23.5,89,21.5
2018-07-26 08:00:00,26,86.5,23.5
2018-07-26 08:10:00,27,84.5,24.1
2018-07-26 08:20:00,28,83,24.8
2018-07-26 08:30:00,29,85,26.2
2018-07-26 08:40:00,29.5,86.5,27
2018-07-26 08:50:00,29.5,83.5,26.4
2018-07-26 09:00:00,30.5,82,27
2018-07-26 09:10:00,30,80,26.1
2018-07-26 09:20:00,29.5,82,26
2018-07-26 09:30:00,29.5,77,25
2018-07-26 09:40:00,30,82,26.5
2018-07-26 09:50:00,30.5,81.5,26.9
2018-07-26 10:00:00,31,81.5,27.4
2018-07-26 10:10:00,31.5,82.5,28.1
2018-07-26 10:20:00,31.5,80.5,27.7
2018-07-26 10:30:00,32,78,27.6
2018-07-26 10:40:00,32,81.5,28.4
2018-07-26 10:50:00,32.5,75,27.4
2018-07-26 11:00:00,33.5,62.5,25.3
2018-07-26 11:10:00,34.5,45.5,21
2018-07-26 11:20:00,34.5,43.5,20.2
2018-07-26 11:30:00,35,43.5,20.7
2018-07-26 11:40:00,34,42,19.2
2018-07-26 11:50:00,34.5,42,19.7
2018-07-26 12:00:00,35,40,19.3
2018-07-26 12:10:00,33.5,39.5,17.8
2018-07-26 12:20:00,34.5,38.5,18.3
2018-07-26 12:30:00,34,39,18
2018-07-26 12:40:00,34.5,36.5,17.4
2018-07-26 12:50:00,35,38,18.5
2018-07-26 13:00:00,35,35.5,17.4
2018-07-26 13:10:00,35.5,36.5,18.3
2018-07-26 13:20:00,35.5,35.5,17.9
2018-07-26 13:30:00,35.5,34,17.2
2018-07-26 13:40:00,36.5,34,18
2018-07-26 13:50:00,36.5,34,18
2018-07-26 14:00:00,36.5,34,18
2018-07-26 14:10:00,36.5,34,18
2018-07-26 14:20:00,37,32,17.5
2018-07-26 14:30:00,36,32,16.6
2018-07-26 14:40:00,36.5,32.5,17.3
2018-07-26 14:50:00,37.5,32.5,18.2
2018-07-26 15:00:00,37,31.5,17.3
2018-07-26 15:10:00,36.5,30.5,16.3
2018-07-26 15:20:00,36.5,30,16.1
2018-07-26 15:30:00,36.5,31.5,16.8
2018-07-26 15:40:00,37,30.5,16.8
2018-07-26 15:50:00,37,32.5,17.8
2018-07-26 16:00:00,36.5,32.5,17.3
2018-07-26 16:10:00,38,32,18.4
2018-07-26 16:20:00,37.5,30.5,17.2
2018-07-26 16:30:00,37.5,30.5,17.2
2018-07-26 16:40:00,37,33,18
2018-07-26 16:50:00,38,30,17.3
2018-07-26 17:00:00,37.5,30,16.9
2018-07-26 17:10:00,37,31.5,17.3
2018-07-26 17:20:00,37,30.5,16.8
2018-07-26 17:30:00,37.5,31,17.4
2018-07-26 17:40:00,37,30,16.5
2018-07-26 17:50:00,37,30.5,16.8
2018-07-26 18:00:00,37,31.5,17.3
2018-07-26 18:10:00,36.5,31,16.6
2018-07-26 18:20:00,37,31,17
2018-07-26 18:30:00,36.5,32,17.1
2018-07-26 18:40:00,35.5,32,16.2
2018-07-26 18:50:00,35.5,32,16.2
2018-07-26 19:00:00,35,34,16.7
2018-07-26 19:10:00,32.5,35.5,15.2
2018-07-26 19:20:00,31.5,38,15.4
2018-07-26 19:30:00,31,39.5,15.6
2018-07-26 19:40:00,30.5,41,15.7
2018-07-26 19:50:00,30.5,41,15.7
2018-07-26 20:00:00,30,41.5,15.4
2018-07-26 20:10:00,30,42.5,15.8
2018-07-26 20:20:00,29.5,43.5,15.7
2018-07-26 20:30:00,29,44,15.5
2018-07-26 20:40:00,29,45,15.8
2018-07-26 20:50:00,28.5,45.5,15.5
2018-07-26 21:00:00,27,52.5,16.4
2018-07-26 21:10:00,22,81.5,18.6
2018-07-26 21:20:00,21,85,18.3
2018-07-26 21:30:00,21,86,18.5
2018-07-26 21:40:00,22,83.5,19
2018-07-26 21:50:00,23,78.5,19
2018-07-26 22:00:00,23.5,73,18.3
2018-07-26 22:10:00,23.5,69,17.4
2018-07-26 22:20:00,24,64,16.7
2018-07-26 22:30:00,24,61,16
2018-07-26 22:40:00,24,60,15.7
2018-07-26 22:50:00,24,59.5,15.6
2018-07-26 23:00:00,24,59.5,15.6
2018-07-26 23:10:00,23.5,59.5,15.1
2018-07-26 23:20:00,23.5,60.5,15.4
2018-07-26 23:30:00,23,61.5,15.2
2018-07-26 23:40:00,22.5,60.5,14.4
2018-07-26 23:50:00,22.5,59.5,14.2
2018-07-27 00:00:00,22.5,57.5,13.6
2018-07-27 00:10:00,22.5,56.5,13.4
2018-07-27 00:20:00,22.5,56.5,13.4
2018-07-27 00:30:00,22,57,13
2018-07-27 00:40:00,22,58,13.3
2018-07-27 00:50:00,21.5,59.5,13.2
2018-07-27 01:00:00,21.5,60.5,13.5
2018-07-27 01:10:00,21.5,62,13.9
2018-07-27 01:20:00,21,63,13.6
2018-07-27 01:30:00,21,65,14.1
2018-07-27 01:40:00,20.5,66,13.9
2018-07-27 01:50:00,20.5,67,14.1
2018-07-27 02:00:00,20.5,67.5,14.2
2018-07-27 02:10:00,20.5,68.5,14.5
2018-07-27 02:20:00,20.5,68.5,14.5
2018-07-27 02:30:00,20.5,68.5,14.5
2018-07-27 02:40:00,20.5,69,14.6
2018-07-27 02:50:00,20,70.5,14.4
2018-07-27 03:00:00,20,71.5,14.6
2018-07-27 03:10:00,20,72,14.8
2018-07-27 03:20:00,20,72,14.8
2018-07-27 03:30:00,20,72.5,14.9
2018-07-27 03:40:00,20,73,15
2018-07-27 03:50:00,20,73.5,15.1
2018-07-27 04:00:00,20,74.5,15.3
2018-07-27 04:10:00,19.5,75.5,15
2018-07-27 04:20:00,19.5,77,15.3
2018-07-27 04:30:00,19,78.5,15.1
2018-07-27 04:40:00,19.5,79,15.7
2018-07-27 04:50:00,19.5,78.5,15.6
2018-07-27 05:00:00,19.5,78.5,15.6
2018-07-27 05:10:00,19.5,78.5,15.6
2018-07-27 05:20:00,19.5,79,15.7
2018-07-27 05:30:00,19.5,79.5,15.8
2018-07-27 05:40:00,19,80.5,15.5
2018-07-27 05:50:00,19.5,81,16.1
2018-07-27 06:00:00,19.5,80.5,16
2018-07-27 06:10:00,19.5,81.5,16.2
2018-07-27 06:20:00,20,81,16.6
2018-07-27 06:30:00,20,80,16.4
2018-07-27 06:40:00,20,80,16.4
2018-07-27 06:50:00,20.5,79,16.7
2018-07-27 07:00:00,21.5,77.5,17.4
2018-07-27 07:10:00,22,75.5,17.4
2018-07-27 07:20:00,22,74,17.1
2018-07-27 07:30:00,23,73,17.8
2018-07-27 07:40:00,24,70.5,18.3
2018-07-27 07:50:00,25.5,66.5,18.7
2018-07-27 08:00:00,28,59.5,19.3
2018-07-27 08:10:00,29.5,56,19.7
2018-07-27 08:20:00,29.5,55,19.5
2018-07-27 08:30:00,30,53.5,19.5
2018-07-27 08:40:00,31,52,19.9
2018-07-27 08:50:00,31,53,20.2
2018-07-27 09:00:00,31,51,19.6
2018-07-27 09:10:00,32,49.5,20.1
2018-07-27 09:20:00,33,49,20.8
2018-07-27 09:30:00,33,47.5,20.3
2018-07-27 09:40:00,33.5,46,20.2
2018-07-27 09:50:00,33,46.5,20
2018-07-27 10:00:00,33.5,46,20.2
2018-07-27 10:10:00,33.5,45.5,20.1
2018-07-27 10:20:00,34,44.5,20.1
2018-07-27 10:30:00,34,44,20
2018-07-27 10:40:00,34,43.5,19.8
2018-07-27 10:50:00,33.5,44,19.5
2018-07-27 11:00:00,34,43,19.6
2018-07-27 11:10:00,34,42,19.2
2018-07-27 11:20:00,35.5,41,20.2
2018-07-27 11:30:00,35,40.5,19.5
2018-07-27 11:40:00,35,39.5,19.1
2018-07-27 11:50:00,35.5,39,19.4
2018-07-27 12:00:00,36,38,19.4
2018-07-27 12:10:00,35,39.5,19.1
2018-07-27 12:20:00,35.5,40.5,20
2018-07-27 12:30:00,33.5,42.5,19
2018-07-27 12:40:00,33.5,43,19.1
2018-07-27 12:50:00,34.5,41,19.3
2018-07-27 13:00:00,35,38.5,18.7
2018-07-27 13:10:00,34.5,40,18.9
2018-07-27 13:20:00,35.5,40,19.8
2018-07-27 13:30:00,35.5,38,18.9
2018-07-27 13:40:00,36,36.5,18.7
2018-07-27 13:50:00,36,37.5,19.2
2018-07-27 14:00:00,36.5,36.5,19.2
2018-07-27 14:10:00,37,36,19.4
2018-07-27 14:20:00,34.5,40.5,19.1
2018-07-27 14:30:00,34.5,41,19.3
2018-07-27 14:40:00,36,38,19.4
2018-07-27 14:50:00,36.5,37,19.4
2018-07-27 15:00:00,33.5,40.5,18.2
2018-07-27 15:10:00,33.5,40,18
2018-07-27 15:20:00,34.5,40,18.9
2018-07-27 15:30:00,36,36.5,18.7
2018-07-27 15:40:00,35.5,37.5,18.7
2018-07-27 15:50:00,36.5,35.5,18.7
2018-07-27 16:00:00,37,35.5,19.2
2018-07-27 16:10:00,35.5,36,18.1
2018-07-27 16:20:00,36.5,36,19
2018-07-27 16:30:00,37.5,35,19.4
2018-07-27 16:40:00,38,34.5,19.6
2018-07-27 16:50:00,34.5,38,18.1
2018-07-27 17:00:00,33,41,17.9
2018-07-27 17:10:00,34,38,17.6
2018-07-27 17:20:00,36,38,19.4
2018-07-27 17:30:00,32.5,41,17.5
2018-07-27 17:40:00,33,40.5,17.7
2018-07-27 17:50:00,36.5,37,19.4
2018-07-27 18:00:00,35,37.5,18.3
2018-07-27 18:10:00,32,42.5,17.6
2018-07-27 18:20:00,34,41,18.8
2018-07-27 18:30:00,35.5,37.5,18.7
2018-07-27 18:40:00,35.5,38,18.9
2018-07-27 18:50:00,33,41.5,18.1
2018-07-27 19:00:00,31.5,45,18.1
2018-07-27 19:10:00,31.5,44.5,17.9
2018-07-27 19:20:00,31,45.5,17.8
2018-07-27 19:30:00,31,47,18.3
2018-07-27 19:40:00,30.5,50,18.8
2018-07-27 19:50:00,29.5,50.5,18.1
2018-07-27 20:00:00,29,52.5,18.2
2018-07-27 20:10:00,28,53.5,17.6
2018-07-27 20:20:00,27.5,55,17.6
2018-07-27 20:30:00,27.5,55.5,17.7
2018-07-27 20:40:00,27,57,17.7
2018-07-27 20:50:00,26.5,59,17.8
2018-07-27 21:00:00,26,60.5,17.7
2018-07-27 21:10:00,25.5,62.5,17.8
2018-07-27 21:20:00,25,65,17.9
2018-07-27 21:30:00,24.5,64.5,17.3
2018-07-27 21:40:00,24.5,66.5,17.8
2018-07-27 21:50:00,24,67.5,17.6
2018-07-27 22:00:00,24,67.5,17.6
2018-07-27 22:10:00,23.5,68,17.2
2018-07-27 22:20:00,23.5,70,17.7
2018-07-27 22:30:00,23,71.5,17.5
2018-07-27 22:40:00,22.5,74,17.6
2018-07-27 22:50:00,22.5,71.5,17
2018-07-27 23:00:00,23,70,17.2
2018-07-27 23:10:00,23,70,17.2
2018-07-27 23:20:00,22.5,70.5,16.8
2018-07-27 23:30:00,22.5,70.5,16.8
2018-07-27 23:40:00,22,71.5,16.6
2018-07-27 23:50:00,22,72,16.7
2018-07-28 00:00:00,21.5,73.5,16.5
2018-07-28 00:10:00,21,75,16.3
2018-07-28 00:20:00,21,75.5,16.5
2018-07-28 00:30:00,21,76,16.6
2018-07-28 00:40:00,21,77,16.8
2018-07-28 00:50:00,20.5,78.5,16.6
2018-07-28 01:00:00,20.5,79,16.7
2018-07-28 01:10:00,20.5,78.5,16.6
2018-07-28 01:20:00,20,79,16.2
2018-07-28 01:30:00,20,80.5,16.5
2018-07-28 01:40:00,19.5,81,16.1
2018-07-28 01:50:00,19.5,81,16.1
2018-07-28 02:00:00,19.5,82,16.3
2018-07-28 02:10:00,19.5,82.5,16.4
2018-07-28 02:20:00,19.5,82.5,16.4
2018-07-28 02:30:00,19,83,16
2018-07-28 02:40:00,19,83.5,16.1
2018-07-28 02:50:00,19,84.5,16.3
2018-07-28 03:00:00,19,84.5,16.3
2018-07-28 03:10:00,19,83.5,16.1
2018-07-28 03:20:00,19.5,83.5,16.6
2018-07-28 03:30:00,19.5,82.5,16.4
2018-07-28 03:40:00,19.5,82.5,16.4
2018-07-28 03:50:00,19.5,83,16.5
2018-07-28 04:00:00,19.5,83,16.5
2018-07-28 04:10:00,19.5,82.5,16.4
2018-07-28 04:20:00,19.5,82.5,16.4
2018-07-28 04:30:00,19.5,83,16.5
2018-07-28 04:40:00,19.5,83,16.5
2018-07-28 04:50:00,19,84,16.2
2018-07-28 05:00:00,19,84,16.2
2018-07-28 05:10:00,19,83.5,16.1
2018-07-28 05:20:00,19,84,16.2
2018-07-28 05:30:00,19,84,16.2
2018-07-28 05:40:00,19,84.5,16.3
2018-07-28 05:50:00,19,84,16.2
2018-07-28 06:00:00,19.5,83.5,16.6
2018-07-28 06:10:00,19.5,83,16.5
2018-07-28 06:20:00,19.5,83,16.5
2018-07-28 06:30:00,20,82.5,16.9
2018-07-28 06:40:00,20,82,16.8
2018-07-28 06:50:00,20.5,81,17.1
2018-07-28 07:00:00,21,79.5,17.3
2018-07-28 07:10:00,21,78,17
2018-07-28 07:20:00,21,78,17
2018-07-28 07:30:00,22,76.5,17.6
2018-07-28 07:40:00,22.5,73.5,17.5
2018-07-28 07:50:00,24.5,70,18.6
2018-07-28 08:00:00,27,64,19.6
2018-07-28 08:10:00,28,61,19.7
2018-07-28 08:20:00,29,57.5,19.7
2018-07-28 08:30:00,30,55,19.9
2018-07-28 08:40:00,30,55,19.9
2018-07-28 08:50:00,30.5,53,19.8
2018-07-28 09:00:00,30.5,51.5,19.3
2018-07-28 09:10:00,30,52,19
2018-07-28 09:20:00,30,53,19.3
2018-07-28 09:30:00,31,52.5,20.1
2018-07-28 09:40:00,31.5,51.5,20.2
2018-07-28 09:50:00,31.5,50,19.8
2018-07-28 10:00:00,31.5,49.5,19.6
2018-07-28 10:10:00,31.5,49,19.4
2018-07-28 10:20:00,31.5,50,19.8
2018-07-28 10:30:00,32,48.5,19.7
2018-07-28 10:40:00,32,48.5,19.7
2018-07-28 10:50:00,31.5,48,19.1
2018-07-28 11:00:00,32,46.5,19
2018-07-28 11:10:00,31,49,19
2018-07-28 11:20:00,31.5,48,19.1
2018-07-28 11:30:00,32.5,45.5,19.2
2018-07-28 11:40:00,31.5,48,19.1
2018-07-28 11:50:00,32.5,46,19.3
2018-07-28 12:00:00,32.5,45,19
2018-07-28 12:10:00,33,46.5,20
2018-07-28 12:20:00,33.5,44,19.5
2018-07-28 12:30:00,33,44.5,19.2
2018-07-28 12:40:00,33.5,44,19.5
2018-07-28 12:50:00,33.5,43,19.1
2018-07-28 13:00:00,34,44,20
2018-07-28 13:10:00,34,42.5,19.4
2018-07-28 13:20:00,34.5,41.5,19.5
2018-07-28 13:30:00,35,41,19.7
2018-07-28 13:40:00,35,40,19.3
2018-07-28 13:50:00,34.5,40.5,19.1
